source,target,value
Finland,Netherlands,55515.0
France,Netherlands,2894845.0
French Polynesia,Netherlands,474.0
Gabon,Netherlands,170.0
Gambia,Netherlands,89.0
Georgia,Netherlands,6287.0
Germany,Netherlands,8323315.0
Ghana,Netherlands,788737.0
Greece,Netherlands,155609.0
Grenada,Netherlands,2227.0
Guatemala,Netherlands,274182.0
Guinea,Netherlands,26842.0
Guyana,Netherlands,13373.0
Haiti,Netherlands,3814.0
Honduras,Netherlands,233213.0
Hungary,Netherlands,188878.0
Iceland,Netherlands,5427.0
India,Netherlands,512105.0
Indonesia,Netherlands,1130084.0
Iran (Islamic Republic of),Netherlands,22965.0
Iraq,Netherlands,58.0
Ireland,Netherlands,717123.0
Israel,Netherlands,263407.0
Italy,Netherlands,1116542.0
Jamaica,Netherlands,4801.0
Japan,Netherlands,75462.0
Jordan,Netherlands,7105.0
Kazakhstan,Netherlands,1705.0
Kenya,Netherlands,500156.0
Kuwait,Netherlands,3279.0
Kyrgyzstan,Netherlands,246.0
Lao People's Democratic Republic,Netherlands,1120.0
Latvia,Netherlands,73219.0
Lebanon,Netherlands,15845.0
Lesotho,Netherlands,64.0
Liberia,Netherlands,95348.0
Libya,Netherlands,13.0
Lithuania,Netherlands,197548.0
Luxembourg,Netherlands,56842.0
Madagascar,Netherlands,29014.0
Malawi,Netherlands,17731.0
Malaysia,Netherlands,676615.0
Mali,Netherlands,9212.0
Malta,Netherlands,6483.0
Mauritius,Netherlands,1968.0
Mexico,Netherlands,299833.0
Montenegro,Netherlands,80.0
Morocco,Netherlands,182228.0
Mozambique,Netherlands,42288.0
Myanmar,Netherlands,9770.0
Namibia,Netherlands,57991.0
Nepal,Netherlands,236.0
New Caledonia,Netherlands,759.0
New Zealand,Netherlands,405575.0
Nicaragua,Netherlands,17923.0
Nigeria,Netherlands,412028.0
North Macedonia,Netherlands,5791.0
Norway,Netherlands,23107.0
Oman,Netherlands,846.0
Pakistan,Netherlands,25030.0
Palestine,Netherlands,2838.0
Panama,Netherlands,114987.0
Papua New Guinea,Netherlands,184733.0
Paraguay,Netherlands,45965.0
Peru,Netherlands,745030.0
Philippines,Netherlands,446283.0
Poland,Netherlands,1134213.0
Portugal,Netherlands,137236.0
Qatar,Netherlands,1168.0
Republic of Korea,Netherlands,34095.0
Republic of Moldova,Netherlands,6405.0
Romania,Netherlands,228235.0
Russian Federation,Netherlands,131368.0
Rwanda,Netherlands,621.0
Saint Kitts and Nevis,Netherlands,57.0
Saint Lucia,Netherlands,478.0
Saint Vincent and the Grenadines,Netherlands,94.0
Sao Tome and Principe,Netherlands,5022.0
Saudi Arabia,Netherlands,41469.0
Senegal,Netherlands,28100.0
Serbia,Netherlands,33693.0
Seychelles,Netherlands,56.0
Sierra Leone,Netherlands,28927.0
Singapore,Netherlands,44044.0
Slovakia,Netherlands,44779.0
Slovenia,Netherlands,17483.0
Solomon Islands,Netherlands,8169.0
South Africa,Netherlands,1061678.0
Spain,Netherlands,1600616.0
Sri Lanka,Netherlands,56010.0
Sudan,Netherlands,11997.0
Suriname,Netherlands,6973.0
Sweden,Netherlands,152828.0
Switzerland,Netherlands,163862.0
Syrian Arab Republic,Netherlands,6002.0
Thailand,Netherlands,578119.0
Togo,Netherlands,21700.0
Trinidad and Tobago,Netherlands,24925.0
Tunisia,Netherlands,10423.0
Turkey,Netherlands,465126.0
Turks and Caicos Islands,Netherlands,403.0
Uganda,Netherlands,75224.0
Ukraine,Netherlands,558390.0
United Arab Emirates,Netherlands,21550.0
United Kingdom,Netherlands,1491222.0
United Republic of Tanzania,Netherlands,29734.0
United States of America,Netherlands,2506666.0
Unspecified Area,Netherlands,441818.0
Uruguay,Netherlands,397864.0
Uzbekistan,Netherlands,583.0
Vanuatu,Netherlands,407.0
Venezuela (Bolivarian Republic of),Netherlands,1957.0
Viet Nam,Netherlands,442779.0
Yemen,Netherlands,671.0
Zambia,Netherlands,9525.0
Zimbabwe,Netherlands,54966.0
France,New Caledonia,127.0
Italy,New Caledonia,2.0
New Zealand,New Caledonia,9.0
Thailand,New Caledonia,4849.0
Afghanistan,New Zealand,8.0
Albania,New Zealand,4.0
Algeria,New Zealand,75.0
Angola,New Zealand,3.0
Anguilla,New Zealand,29.0
Antigua and Barbuda,New Zealand,1.0
Argentina,New Zealand,108363.0
Australia,New Zealand,1204168.0
Austria,New Zealand,7411.0
Azerbaijan,New Zealand,774.0
Bahamas,New Zealand,14.0
Bahrain,New Zealand,1.0
Bangladesh,New Zealand,779.0
Barbados,New Zealand,676.0
Belarus,New Zealand,165.0
Belgium,New Zealand,27798.0
Belize,New Zealand,49.0
Bermuda,New Zealand,26.0
Bolivia (Plurinational State of),New Zealand,2055.0
Bosnia and Herzegovina,New Zealand,316.0
Brazil,New Zealand,88587.0
British Virgin Islands,New Zealand,17.0
Bulgaria,New Zealand,9468.0
Burundi,New Zealand,37.0
Cambodia,New Zealand,808.0
Canada,New Zealand,77618.0
Chile,New Zealand,24157.0
"China, Hong Kong SAR",New Zealand,4305.0
"China, Macao SAR",New Zealand,24.0
"China, Taiwan Province of",New Zealand,7164.0
"China, mainland",New Zealand,146782.0
Cocos (Keeling) Islands,New Zealand,2.0
Colombia,New Zealand,11934.0
Cook Islands,New Zealand,24.0
Costa Rica,New Zealand,21914.0
Croatia,New Zealand,462.0
Cuba,New Zealand,816.0
Cyprus,New Zealand,58.0
Czechia,New Zealand,2173.0
Côte d'Ivoire,New Zealand,301.0
Democratic Republic of the Congo,New Zealand,117.0
Denmark,New Zealand,28765.0
Djibouti,New Zealand,645.0
Dominican Republic,New Zealand,321.0
Ecuador,New Zealand,56549.0
Egypt,New Zealand,728.0
El Salvador,New Zealand,682.0
Estonia,New Zealand,165.0
Eswatini,New Zealand,208.0
Ethiopia,New Zealand,4082.0
Faroe Islands,New Zealand,11.0
Fiji,New Zealand,20258.0
Finland,New Zealand,26040.0
France,New Zealand,101195.0
French Polynesia,New Zealand,12.0
Gambia,New Zealand,5.0
Georgia,New Zealand,1.0
Germany,New Zealand,53616.0
Ghana,New Zealand,7163.0
Gibraltar,New Zealand,5.0
Greece,New Zealand,5741.0
Grenada,New Zealand,3.0
Guatemala,New Zealand,3330.0
Guinea,New Zealand,655.0
Guyana,New Zealand,63.0
Honduras,New Zealand,607.0
Hungary,New Zealand,1480.0
Iceland,New Zealand,396.0
India,New Zealand,46358.0
Indonesia,New Zealand,155301.0
Iran (Islamic Republic of),New Zealand,2975.0
Iraq,New Zealand,1.0
Ireland,New Zealand,13338.0
Israel,New Zealand,2069.0
Italy,New Zealand,63058.0
Jamaica,New Zealand,5350.0
Japan,New Zealand,22085.0
Jordan,New Zealand,128.0
Kazakhstan,New Zealand,4.0
Kenya,New Zealand,2052.0
Lao People's Democratic Republic,New Zealand,5498.0
Latvia,New Zealand,284.0
Lebanon,New Zealand,407.0
Lesotho,New Zealand,355.0
Lithuania,New Zealand,247.0
Luxembourg,New Zealand,280.0
Madagascar,New Zealand,269.0
Malawi,New Zealand,224.0
Malaysia,New Zealand,195568.0
Mauritania,New Zealand,28.0
Mauritius,New Zealand,118.0
Mexico,New Zealand,39628.0
Micronesia (Federated States of),New Zealand,1.0
Mongolia,New Zealand,422.0
Morocco,New Zealand,2105.0
Mozambique,New Zealand,595.0
Myanmar,New Zealand,723.0
Namibia,New Zealand,6.0
Nauru,New Zealand,10.0
Nepal,New Zealand,2.0
Netherlands,New Zealand,145686.0
New Caledonia,New Zealand,632.0
New Zealand,New Zealand,47747.0
Nicaragua,New Zealand,720.0
Niger,New Zealand,21.0
Nigeria,New Zealand,4.0
Niue,New Zealand,106.0
Norfolk Island,New Zealand,3.0
North Macedonia,New Zealand,56.0
Norway,New Zealand,39.0
Oman,New Zealand,692.0
Pakistan,New Zealand,4205.0
Panama,New Zealand,656.0
Papua New Guinea,New Zealand,5482.0
Paraguay,New Zealand,211.0
Peru,New Zealand,8435.0
Philippines,New Zealand,34839.0
Pitcairn Islands,New Zealand,3.0
Poland,New Zealand,10170.0
Portugal,New Zealand,1804.0
Republic of Korea,New Zealand,39067.0
Romania,New Zealand,184.0
Russian Federation,New Zealand,3083.0
Rwanda,New Zealand,332.0
Samoa,New Zealand,1542.0
Saudi Arabia,New Zealand,56.0
Serbia,New Zealand,243.0
Seychelles,New Zealand,2.0
Sierra Leone,New Zealand,48.0
Singapore,New Zealand,201302.0
Slovakia,New Zealand,372.0
Slovenia,New Zealand,332.0
Solomon Islands,New Zealand,156.0
South Africa,New Zealand,20420.0
Spain,New Zealand,71461.0
Sri Lanka,New Zealand,18521.0
Sudan,New Zealand,28.0
Sweden,New Zealand,12996.0
Switzerland,New Zealand,27927.0
Syrian Arab Republic,New Zealand,5.0
Thailand,New Zealand,106165.0
Timor-Leste,New Zealand,187.0
Togo,New Zealand,1.0
Tokelau,New Zealand,1.0
Tonga,New Zealand,1378.0
Trinidad and Tobago,New Zealand,861.0
Tunisia,New Zealand,557.0
Turkey,New Zealand,23375.0
Uganda,New Zealand,869.0
Ukraine,New Zealand,1369.0
United Arab Emirates,New Zealand,3314.0
United Kingdom,New Zealand,75460.0
United Republic of Tanzania,New Zealand,6182.0
United States of America,New Zealand,431656.0
Uruguay,New Zealand,4780.0
Uzbekistan,New Zealand,24.0
Vanuatu,New Zealand,366.0
Venezuela (Bolivarian Republic of),New Zealand,48.0
Viet Nam,New Zealand,36564.0
Yemen,New Zealand,2.0
Zambia,New Zealand,91.0
Zimbabwe,New Zealand,1420.0
Argentina,Nicaragua,5280.0
Brazil,Nicaragua,31990.0
"China, Taiwan Province of",Nicaragua,3.0
Costa Rica,Nicaragua,134.0
El Salvador,Nicaragua,180.0
Guyana,Nicaragua,7701.0
Honduras,Nicaragua,56.0
Italy,Nicaragua,5.0
Niger,Nicaragua,54.0
Paraguay,Nicaragua,6814.0
United States of America,Nicaragua,1040.0
Uruguay,Nicaragua,1819.0
Albania,Niger,2.0
Algeria,Niger,8558.0
Argentina,Niger,4369.0
Australia,Niger,817.0
Austria,Niger,37.0
Azerbaijan,Niger,2.0
Bangladesh,Niger,1.0
Belgium,Niger,5816.0
Benin,Niger,9152.0
Brazil,Niger,15442.0
Bulgaria,Niger,10.0
Burkina Faso,Niger,1141.0
Cambodia,Niger,5.0
Cameroon,Niger,7.0
Canada,Niger,675.0
Chad,Niger,18.0
Chile,Niger,2.0
"China, Hong Kong SAR",Niger,82.0
"China, Taiwan Province of",Niger,47.0
"China, mainland",Niger,22312.0
Cyprus,Niger,28.0
Czechia,Niger,67.0
Côte d'Ivoire,Niger,12678.0
Denmark,Niger,900.0
Egypt,Niger,870.0
Eswatini,Niger,27.0
France,Niger,36662.0
Germany,Niger,1835.0
Ghana,Niger,25434.0
Greece,Niger,54.0
Guatemala,Niger,326.0
Haiti,Niger,29.0
Iceland,Niger,48.0
India,Niger,24333.0
Indonesia,Niger,2788.0
Iran (Islamic Republic of),Niger,442.0
Ireland,Niger,4729.0
Israel,Niger,1.0
Italy,Niger,2705.0
Japan,Niger,1678.0
Kuwait,Niger,12.0
Lao People's Democratic Republic,Niger,1.0
Lebanon,Niger,139.0
Libya,Niger,32.0
Luxembourg,Niger,66.0
Malaysia,Niger,53128.0
Mali,Niger,142.0
Malta,Niger,585.0
Mauritania,Niger,4.0
Mexico,Niger,1.0
Morocco,Niger,1360.0
Namibia,Niger,25.0
Netherlands,Niger,6444.0
New Zealand,Niger,850.0
Nicaragua,Niger,49.0
Nigeria,Niger,37402.0
Pakistan,Niger,9690.0
Peru,Niger,191.0
Poland,Niger,792.0
Portugal,Niger,154.0
Russian Federation,Niger,34.0
Saudi Arabia,Niger,283.0
Senegal,Niger,6242.0
Singapore,Niger,1042.0
South Africa,Niger,255.0
Spain,Niger,1821.0
Sri Lanka,Niger,42.0
Sudan,Niger,1.0
Sweden,Niger,39.0
Switzerland,Niger,482.0
Syrian Arab Republic,Niger,34.0
Thailand,Niger,104497.0
Togo,Niger,6903.0
Tunisia,Niger,2762.0
Turkey,Niger,8787.0
Turks and Caicos Islands,Niger,17.0
Ukraine,Niger,762.0
United Arab Emirates,Niger,3831.0
United Kingdom,Niger,227.0
United States of America,Niger,21114.0
Unspecified Area,Niger,651.0
Viet Nam,Niger,1890.0
Brazil,Nigeria,303.0
Canada,Nigeria,1.0
France,Nigeria,4.0
Germany,Nigeria,10.0
India,Nigeria,14134.0
Lebanon,Nigeria,84.0
Luxembourg,Nigeria,1.0
Netherlands,Nigeria,27.0
Niger,Nigeria,56.0
Republic of Korea,Nigeria,25.0
Singapore,Nigeria,31.0
South Africa,Nigeria,31.0
Spain,Nigeria,1.0
Thailand,Nigeria,24902.0
Togo,Nigeria,17.0
United Arab Emirates,Nigeria,74.0
United Kingdom,Nigeria,36.0
United States of America,Nigeria,52.0
Albania,North Macedonia,4719.0
Algeria,North Macedonia,3034.0
Argentina,North Macedonia,8965.0
Australia,North Macedonia,1106.0
Austria,North Macedonia,30568.0
Bangladesh,North Macedonia,8.0
Barbados,North Macedonia,16.0
Belarus,North Macedonia,45.0
Belgium,North Macedonia,5197.0
Belize,North Macedonia,1.0
Bolivia (Plurinational State of),North Macedonia,125.0
Bosnia and Herzegovina,North Macedonia,32758.0
Brazil,North Macedonia,40701.0
Bulgaria,North Macedonia,55889.0
Burundi,North Macedonia,1.0
Cameroon,North Macedonia,65.0
Canada,North Macedonia,2361.0
Chile,North Macedonia,119.0
"China, Hong Kong SAR",North Macedonia,1.0
"China, Taiwan Province of",North Macedonia,115.0
"China, mainland",North Macedonia,5746.0
Colombia,North Macedonia,3339.0
Costa Rica,North Macedonia,332.0
Croatia,North Macedonia,39832.0
Cuba,North Macedonia,130.0
Cyprus,North Macedonia,25.0
Czechia,North Macedonia,5047.0
Côte d'Ivoire,North Macedonia,2419.0
Denmark,North Macedonia,1802.0
Dominican Republic,North Macedonia,36.0
Ecuador,North Macedonia,13215.0
Egypt,North Macedonia,639.0
El Salvador,North Macedonia,5.0
Estonia,North Macedonia,55.0
Ethiopia,North Macedonia,49.0
Fiji,North Macedonia,1.0
Finland,North Macedonia,447.0
France,North Macedonia,6933.0
French Polynesia,North Macedonia,1.0
Gabon,North Macedonia,50.0
Georgia,North Macedonia,6.0
Germany,North Macedonia,52148.0
Ghana,North Macedonia,935.0
Greece,North Macedonia,35354.0
Guatemala,North Macedonia,15.0
Honduras,North Macedonia,14.0
Hungary,North Macedonia,12759.0
Iceland,North Macedonia,9.0
India,North Macedonia,6205.0
Indonesia,North Macedonia,1629.0
Iran (Islamic Republic of),North Macedonia,1313.0
Ireland,North Macedonia,1206.0
Israel,North Macedonia,690.0
Italy,North Macedonia,29474.0
Japan,North Macedonia,75.0
Jordan,North Macedonia,5.0
Kazakhstan,North Macedonia,2.0
Kenya,North Macedonia,133.0
Kyrgyzstan,North Macedonia,2249.0
Lebanon,North Macedonia,6813.0
Lithuania,North Macedonia,730.0
Luxembourg,North Macedonia,22.0
Madagascar,North Macedonia,20.0
Malawi,North Macedonia,38.0
Malaysia,North Macedonia,5997.0
Malta,North Macedonia,30.0
Mauritius,North Macedonia,57.0
Mexico,North Macedonia,598.0
Montenegro,North Macedonia,1079.0
Morocco,North Macedonia,5254.0
Myanmar,North Macedonia,1.0
Netherlands,North Macedonia,10794.0
New Zealand,North Macedonia,9.0
Nicaragua,North Macedonia,3.0
Nigeria,North Macedonia,86.0
Norway,North Macedonia,367.0
Pakistan,North Macedonia,130.0
Panama,North Macedonia,8.0
Paraguay,North Macedonia,21.0
Peru,North Macedonia,63.0
Philippines,North Macedonia,254.0
Poland,North Macedonia,38093.0
Portugal,North Macedonia,436.0
Republic of Korea,North Macedonia,9.0
Republic of Moldova,North Macedonia,1195.0
Romania,North Macedonia,7116.0
Russian Federation,North Macedonia,1066.0
San Marino,North Macedonia,13.0
Saudi Arabia,North Macedonia,99.0
Serbia,North Macedonia,174725.0
Singapore,North Macedonia,108.0
Slovakia,North Macedonia,2374.0
Slovenia,North Macedonia,18230.0
South Africa,North Macedonia,315.0
Spain,North Macedonia,15440.0
Sri Lanka,North Macedonia,1316.0
Sudan,North Macedonia,55.0
Sweden,North Macedonia,2361.0
Switzerland,North Macedonia,1038.0
Syrian Arab Republic,North Macedonia,21.0
Thailand,North Macedonia,436.0
Togo,North Macedonia,45.0
Tunisia,North Macedonia,271.0
Turkey,North Macedonia,24898.0
Uganda,North Macedonia,473.0
Ukraine,North Macedonia,4722.0
United Arab Emirates,North Macedonia,2.0
United Kingdom,North Macedonia,6658.0
United Republic of Tanzania,North Macedonia,63.0
United States of America,North Macedonia,4806.0
Uruguay,North Macedonia,57.0
Uzbekistan,North Macedonia,174.0
Venezuela (Bolivarian Republic of),North Macedonia,6.0
Viet Nam,North Macedonia,3806.0
Zimbabwe,North Macedonia,1.0
Afghanistan,Norway,5.0
Albania,Norway,73.0
Algeria,Norway,33.0
Argentina,Norway,20452.0
Australia,Norway,14053.0
Austria,Norway,30974.0
Azerbaijan,Norway,22.0
Bahamas,Norway,313.0
Bangladesh,Norway,10.0
Barbados,Norway,26.0
Belarus,Norway,9009.0
Belgium,Norway,184144.0
Belize,Norway,14.0
Bermuda,Norway,12.0
Bolivia (Plurinational State of),Norway,1400.0
Bosnia and Herzegovina,Norway,974.0
Botswana,Norway,23997.0
Brazil,Norway,471597.0
Bulgaria,Norway,11612.0
Burkina Faso,Norway,64.0
Burundi,Norway,49.0
Cambodia,Norway,3578.0
Cameroon,Norway,4.0
Canada,Norway,89244.0
Chile,Norway,60463.0
"China, Hong Kong SAR",Norway,490.0
"China, Taiwan Province of",Norway,6866.0
"China, mainland",Norway,133319.0
Colombia,Norway,45997.0
Comoros,Norway,100.0
Congo,Norway,36.0
Costa Rica,Norway,37594.0
Croatia,Norway,2415.0
Cuba,Norway,2043.0
Cyprus,Norway,1343.0
Czechia,Norway,16241.0
Côte d'Ivoire,Norway,3854.0
Democratic Republic of the Congo,Norway,1.0
Denmark,Norway,489485.0
Dominican Republic,Norway,8618.0
Ecuador,Norway,28475.0
Egypt,Norway,7586.0
El Salvador,Norway,241.0
Estonia,Norway,10801.0
Eswatini,Norway,4013.0
Ethiopia,Norway,17726.0
Faroe Islands,Norway,4063.0
Fiji,Norway,2.0
Finland,Norway,45293.0
France,Norway,347888.0
French Polynesia,Norway,10.0
Gabon,Norway,8.0
Gambia,Norway,6.0
Georgia,Norway,142.0
Germany,Norway,551379.0
Ghana,Norway,535.0
Greece,Norway,18282.0
Grenada,Norway,97.0
Guatemala,Norway,17305.0
Guinea,Norway,12.0
Guyana,Norway,8.0
Honduras,Norway,3003.0
Hungary,Norway,31440.0
Iceland,Norway,9772.0
India,Norway,60785.0
Indonesia,Norway,8546.0
Iran (Islamic Republic of),Norway,2420.0
Ireland,Norway,21969.0
Israel,Norway,24778.0
Italy,Norway,376060.0
Jamaica,Norway,283.0
Japan,Norway,7034.0
Jordan,Norway,406.0
Kazakhstan,Norway,9901.0
Kenya,Norway,53196.0
Kyrgyzstan,Norway,23.0
Lao People's Democratic Republic,Norway,593.0
Latvia,Norway,23664.0
Lebanon,Norway,1202.0
Liberia,Norway,8.0
Lithuania,Norway,63879.0
Luxembourg,Norway,8426.0
Madagascar,Norway,1271.0
Malawi,Norway,242.0
Malaysia,Norway,1620.0
Mali,Norway,160.0
Malta,Norway,5.0
Mauritius,Norway,717.0
Mexico,Norway,15787.0
Montenegro,Norway,12.0
Morocco,Norway,30119.0
Mozambique,Norway,1048.0
Myanmar,Norway,61.0
Namibia,Norway,26306.0
Nepal,Norway,78.0
Netherlands,Norway,482385.0
New Zealand,Norway,21235.0
Nicaragua,Norway,2428.0
Nigeria,Norway,58.0
North Macedonia,Norway,1323.0
Pakistan,Norway,4679.0
Palestine,Norway,118.0
Panama,Norway,4562.0
Papua New Guinea,Norway,396.0
Paraguay,Norway,395.0
Peru,Norway,48293.0
Philippines,Norway,3968.0
Poland,Norway,157382.0
Portugal,Norway,63482.0
Republic of Korea,Norway,8210.0
Republic of Moldova,Norway,662.0
Romania,Norway,906.0
Russian Federation,Norway,182062.0
Rwanda,Norway,336.0
Saudi Arabia,Norway,77.0
Senegal,Norway,2596.0
Serbia,Norway,4793.0
Singapore,Norway,2217.0
Slovakia,Norway,7071.0
Slovenia,Norway,4056.0
Somalia,Norway,3.0
South Africa,Norway,59192.0
Spain,Norway,415674.0
Sri Lanka,Norway,3622.0
Sudan,Norway,3.0
Suriname,Norway,4.0
Sweden,Norway,677729.0
Switzerland,Norway,87571.0
Syrian Arab Republic,Norway,140.0
Thailand,Norway,51053.0
Togo,Norway,5.0
Trinidad and Tobago,Norway,51.0
Tunisia,Norway,982.0
Turkey,Norway,46040.0
Uganda,Norway,1556.0
Ukraine,Norway,2481.0
United Arab Emirates,Norway,459.0
United Kingdom,Norway,278373.0
United Republic of Tanzania,Norway,1303.0
United States of America,Norway,153465.0
Uruguay,Norway,14741.0
Uzbekistan,Norway,15.0
Venezuela (Bolivarian Republic of),Norway,37.0
Viet Nam,Norway,19127.0
Zambia,Norway,483.0
Zimbabwe,Norway,1572.0
Algeria,Oman,2.0
Argentina,Oman,44627.0
Australia,Oman,57445.0
Austria,Oman,179.0
Bahrain,Oman,15798.0
Bangladesh,Oman,810.0
Barbados,Oman,4.0
Belgium,Oman,21575.0
Benin,Oman,5.0
Brazil,Oman,36110.0
Bulgaria,Oman,15.0
Canada,Oman,22662.0
Chile,Oman,598.0
"China, Hong Kong SAR",Oman,440.0
"China, Taiwan Province of",Oman,70.0
"China, mainland",Oman,16657.0
Colombia,Oman,77.0
Costa Rica,Oman,3.0
Croatia,Oman,264.0
Cuba,Oman,103.0
Cyprus,Oman,90.0
Czechia,Oman,96.0
Denmark,Oman,90.0
Djibouti,Oman,974.0
Dominican Republic,Oman,2.0
Ecuador,Oman,19.0
Egypt,Oman,94503.0
Estonia,Oman,2.0
Ethiopia,Oman,557.0
Finland,Oman,2.0
France,Oman,27099.0
Germany,Oman,47044.0
Greece,Oman,325.0
Guatemala,Oman,75.0
Guinea,Oman,14.0
Hungary,Oman,485.0
Iceland,Oman,20.0
India,Oman,162891.0
Indonesia,Oman,83799.0
Iran (Islamic Republic of),Oman,52859.0
Ireland,Oman,3036.0
Italy,Oman,20027.0
Japan,Oman,3321.0
Jordan,Oman,23682.0
Kenya,Oman,14077.0
Kuwait,Oman,7206.0
Lebanon,Oman,9944.0
Lithuania,Oman,26.0
Luxembourg,Oman,88.0
Madagascar,Oman,40.0
Malaysia,Oman,22180.0
Mali,Oman,25.0
Malta,Oman,152.0
Mauritius,Oman,196.0
Mexico,Oman,635.0
Morocco,Oman,536.0
Mozambique,Oman,510.0
Netherlands,Oman,39655.0
New Zealand,Oman,5420.0
Norway,Oman,89.0
Pakistan,Oman,61157.0
Palestine,Oman,13.0
Paraguay,Oman,406.0
Peru,Oman,58.0
Philippines,Oman,1284.0
Poland,Oman,652.0
Portugal,Oman,47.0
Qatar,Oman,696.0
Republic of Korea,Oman,1743.0
Romania,Oman,5740.0
Russian Federation,Oman,41283.0
Saudi Arabia,Oman,208222.0
Serbia,Oman,1.0
Singapore,Oman,221080.0
Slovakia,Oman,64.0
Slovenia,Oman,184.0
Solomon Islands,Oman,3.0
Somalia,Oman,146004.0
South Africa,Oman,6064.0
Spain,Oman,23045.0
Sri Lanka,Oman,7902.0
Sudan,Oman,478.0
Suriname,Oman,80.0
Sweden,Oman,174.0
Switzerland,Oman,1806.0
Syrian Arab Republic,Oman,1172.0
Thailand,Oman,6250.0
Tunisia,Oman,174.0
Turkey,Oman,16626.0
Uganda,Oman,944.0
Ukraine,Oman,52114.0
United Arab Emirates,Oman,1724293.0
United Kingdom,Oman,18765.0
United Republic of Tanzania,Oman,17130.0
United States of America,Oman,30662.0
Uruguay,Oman,3.0
Viet Nam,Oman,1995.0
Yemen,Oman,9119.0
Afghanistan,Pakistan,230311.0
Algeria,Pakistan,6.0
Argentina,Pakistan,290019.0
Armenia,Pakistan,300.0
Australia,Pakistan,160957.0
Austria,Pakistan,4618.0
Azerbaijan,Pakistan,71.0
Bahamas,Pakistan,7.0
Bahrain,Pakistan,987.0
Bangladesh,Pakistan,39065.0
Belarus,Pakistan,481.0
Belgium,Pakistan,10000.0
Belize,Pakistan,4.0
Benin,Pakistan,5738.0
Bermuda,Pakistan,1.0
Bolivia (Plurinational State of),Pakistan,180.0
Bosnia and Herzegovina,Pakistan,1.0
Botswana,Pakistan,19.0
Brazil,Pakistan,336474.0
Bulgaria,Pakistan,8812.0
Burkina Faso,Pakistan,15381.0
Burundi,Pakistan,12576.0
Cambodia,Pakistan,233.0
Cameroon,Pakistan,351.0
Canada,Pakistan,640513.0
Chad,Pakistan,175.0
Chile,Pakistan,266.0
"China, Hong Kong SAR",Pakistan,156.0
"China, Taiwan Province of",Pakistan,985.0
"China, mainland",Pakistan,259401.0
Christmas Island,Pakistan,57.0
Colombia,Pakistan,145.0
Comoros,Pakistan,1150.0
Congo,Pakistan,182.0
Costa Rica,Pakistan,9.0
Croatia,Pakistan,23.0
Cuba,Pakistan,7.0
Cyprus,Pakistan,37.0
Czechia,Pakistan,2940.0
Côte d'Ivoire,Pakistan,8041.0
Democratic People's Republic of Korea,Pakistan,5.0
Denmark,Pakistan,5177.0
Djibouti,Pakistan,608.0
Dominican Republic,Pakistan,3.0
Ecuador,Pakistan,88.0
Egypt,Pakistan,16667.0
Estonia,Pakistan,102.0
Eswatini,Pakistan,139.0
Ethiopia,Pakistan,61790.0
Faroe Islands,Pakistan,48.0
Finland,Pakistan,56.0
France,Pakistan,54925.0
Germany,Pakistan,29668.0
Ghana,Pakistan,2076.0
Greece,Pakistan,1184.0
Guatemala,Pakistan,10679.0
Guinea,Pakistan,723.0
Hungary,Pakistan,130.0
Iceland,Pakistan,247.0
India,Pakistan,469214.0
Indonesia,Pakistan,1440965.0
Iran (Islamic Republic of),Pakistan,38283.0
Iraq,Pakistan,3609.0
Ireland,Pakistan,8832.0
Italy,Pakistan,5791.0
Japan,Pakistan,9119.0
Jordan,Pakistan,747.0
Kazakhstan,Pakistan,768.0
Kenya,Pakistan,399285.0
Kiribati,Pakistan,10.0
Kuwait,Pakistan,774.0
Kyrgyzstan,Pakistan,16.0
Latvia,Pakistan,2266.0
Lebanon,Pakistan,507.0
Libya,Pakistan,131.0
